Player,Year,POS,club,GP,GS,MINS,G,A,G/90min,A/90min,GWG,GWA,HmG,RdG,HmA,RdA,base_salary,guaranteed_compensation,G+A
Nigel Reo-Coker,2013,M,VAN,32,31,2817,1,4,0.03,0.13,0,1,0,1,4,0,200000.0,237362.5,5
Nigel Reo-Coker,2014,M,CHV,21,17,1467,0,2,0.0,0.12,0,0,0,0,1,1,400000.0,446500.0,2
Nigel Reo-Coker,2015,M,MTL,31,22,2057,0,2,0.0,0.1,0,0,0,0,2,0,550000.0,550000.0,2
Nikolas Besagno,2007,M,RSL,2,1,88,0,0,0.0,0.0,0,0,0,0,0,0,75000.0,111500.0,0
Nikolas Besagno,2008,M,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,200000.0,273000.0,0
Nizar Khalfan,2011,M,VAN,22,9,1066,1,4,0.08,0.34,0,0,1,0,3,1,60000.0,61250.0,5
Norberto Paparatto,2015,D,POR,9,6,593,0,0,0.0,0.0,0,0,0,0,0,0,240000.0,240000.0,0
Nouhou Tolo,2017,D,SEA,24,14,1391,0,1,0.0,0.09,0,0,0,0,1,0,105999.84,105999.84,1
O'Brian White,2011,F,SEA,7,7,517,2,2,0.35,0.35,0,2,1,1,1,1,200000.0,200000.0,4
O'Brian White,2012,F,SEA,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,220000.0,220000.0,0
Oalex Anderson,2016,F,SEA,15,2,334,0,0,0.0,0.0,0,0,0,0,0,0,103008.0,103008.0,0
Obafemi Martins,2013,F,SEA,21,17,1507,8,4,0.49,0.25,5,2,6,2,4,0,3200000.0,3450000.0,12
Obafemi Martins,2014,F,SEA,35,33,2960,17,13,0.59,0.45,3,4,7,10,7,6,3240000.0,3506666.66,30
Obafemi Martins,2015,F,SEA,24,23,2105,15,6,0.75,0.3,2,2,8,7,4,2,4800000.0,6000000.0,21
Octavio Rivero,2015,F,VAN,36,32,2912,10,3,0.33,0.1,5,2,7,3,1,2,1781700.0,1781700.0,13
Octavio Rivero,2016,F,VAN,12,9,757,2,0,0.24,0.0,0,0,1,1,0,0,890850.0,890850.0,2
Oguchi Onyewu,2017,D,PHI,22,22,1929,1,0,0.05,0.0,0,0,0,1,0,0,65004.0,65004.0,1
Olman Vargas,2012,F,CLB,11,7,667,1,0,0.13,0.0,0,0,1,0,0,0,170000.0,175000.0,1
Olmes Garcia,2013,F,RSL,26,8,1045,5,4,0.45,0.36,2,2,2,3,2,2,240000.0,240000.0,9
Olmes Garcia,2014,F,RSL,23,12,1191,3,0,0.23,0.0,1,0,2,1,0,0,250000.0,250000.0,3
Olmes Garcia,2015,F,RSL,33,15,1542,2,1,0.12,0.06,1,0,2,0,1,0,130000.0,130000.0,3
Olmes Garcia,2016,F,RSL,25,10,1054,1,1,0.09,0.09,0,1,1,0,0,1,320000.0,320000.0,2
Omar Cummings,2007,F,COL,11,0,182,2,0,0.99,0.0,1,0,1,1,0,0,30000.0,30000.0,2
Omar Cummings,2008,F,COL,26,17,1629,6,4,0.33,0.22,1,0,4,2,0,4,33000.0,33000.0,10
Omar Cummings,2009,F,COL,28,28,2474,8,12,0.29,0.44,2,3,4,4,8,4,65000.0,73750.0,20
Omar Cummings,2010,F,COL,33,32,2869,14,5,0.51,0.56,3,2,9,5,2,3,143000.0,160500.0,19
Omar Cummings,2011,F,COL,29,21,1889,4,6,0.6,0.32,2,1,4,0,4,2,160876.0,178376.0,10
Omar Cummings,2012,F,COL,28,23,2000,6,2,0.27,0.09,1,0,3,3,1,1,81999.96,95999.96,8
Omar Cummings,2013,F,HOU,16,2,384,2,0,0.93,0.0,1,0,1,1,0,0,450000.0,478000.0,2
Omar Cummings,2014,F,HOU,26,14,1270,3,3,0.21,0.21,1,1,2,1,3,0,250000.0,264000.0,6
Omar Holness,2016,M,RSL,9,3,277,0,0,0.0,0.0,0,0,0,0,0,0,200000.0,247000.0,0
Omar Holness,2017,M,RSL,9,3,261,1,0,0.34,0.0,0,0,0,1,0,0,110000.0,133500.0,1
Omar Salgado,2011,F,VAN,14,5,504,1,1,0.18,0.18,0,0,0,1,1,0,80000.0,121868.67,2
Omar Salgado,2012,F,VAN,7,5,398,0,1,0.0,0.23,0,0,0,0,1,0,180000.0,263737.34,1
Omar Salgado,2013,F,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,95000.0,136868.67,0
Omar Salgado,2014,F,VAN,8,2,198,0,0,0.0,0.0,0,0,0,0,0,0,100000.0,141868.67,0
Onyekachi Apam,2014,D,SEA,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,120000.0,0
Orlando Perez,2007,D,CHV,15,12,1033,1,1,0.09,0.09,0,0,1,0,1,0,140000.0,140000.0,2
Orr Barouch,2011,F,CHI,28,2,624,2,2,0.29,0.29,0,1,0,2,1,1,32600.0,32600.0,4
Orr Barouch,2012,F,CHI,9,1,224,0,0,0.0,0.0,0,0,0,0,0,0,88000.0,88000.0,0
Oscar Cordon,2012,M,TOR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,44000.0,44000.0,0
Osei Telesford,2007,D,CHI,2,0,2,0,0,0.0,0.0,0,0,0,0,0,0,72000.0,73250.0,0
Oswaldo Minda,2012,M,CHV,22,20,1748,1,0,0.05,0.0,1,0,0,1,0,0,50000.0,68750.0,1
Oswaldo Minda,2013,M,CHV,16,15,1224,1,0,0.07,0.0,1,0,1,0,0,0,125000.0,143750.0,1
Oswaldo Minda,2014,M,CHV,20,20,1613,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,168750.0,0
Otis Earle,2015,D,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,154250.0,0
Oyvind Alseth,2017,D,TOR,4,4,269,0,0,0.0,0.0,0,0,0,0,0,0,106008.0,106008.0,0
Pablo Campos,2009,F,RSL,25,14,1011,4,5,0.36,0.45,2,1,3,1,1,4,130000.0,139693.44,9
Pablo Campos,2010,F,RSL,16,3,434,0,1,0.0,0.21,0,0,0,0,1,0,157500.0,167193.44,1
Pablo Mastroeni,2007,M,COL,23,21,1864,0,1,0.0,0.05,0,1,0,0,1,0,280000.0,298000.0,1
Pablo Mastroeni,2008,M,COL,25,23,2004,0,0,0.0,0.0,0,0,0,0,0,0,300000.0,318000.0,0
Pablo Mastroeni,2009,M,COL,25,25,2162,1,3,0.04,0.12,1,1,1,0,2,1,255000.0,300500.0,4
Pablo Mastroeni,2010,M,COL,33,33,2913,3,3,0.28,0.11,2,1,1,2,1,2,510000.0,601000.0,6
Pablo Mastroeni,2011,M,COL,30,30,2517,1,4,0.04,0.14,0,1,0,1,2,2,480000.0,490000.0,5
Pablo Mastroeni,2012,M,COL,2,2,150,0,0,0.0,0.0,0,0,0,0,0,0,240000.0,245000.0,0
Pablo Ricchetti,2007,D-M,DAL,21,20,1746,0,3,0.0,0.17,0,1,0,0,3,0,240000.0,253250.0,3
Pablo Ricchetti,2008,D-M,DAL,27,25,2252,0,3,0.0,0.12,0,0,0,0,1,2,132000.0,138625.0,3
Pablo Ricchetti,2009,D-M,DAL,22,22,1965,1,0,0.05,0.0,0,0,0,1,0,0,145200.0,151825.0,1
Paolo Cardozo,2012,M,CHV,10,9,692,1,0,0.13,0.0,0,0,0,1,0,0,70000.0,81250.0,1
Paolo DelPiccolo,2013,M,MTL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,70250.0,70250.0,0
Pari Pantazopoulos,2011,M,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,32604.0,32604.0,0
Pat Noonan,2008,F,CLB,11,6,531,1,2,0.17,0.34,0,0,0,1,2,0,350016.0,350016.0,3
Pat Noonan,2010,F,SEA,12,8,682,1,1,0.13,0.13,0,0,0,1,1,0,192000.0,192000.0,2
Pat Noonan,2011,F,SEA,9,2,259,0,0,0.0,0.0,0,0,0,0,0,0,96000.0,96000.0,0
Patrice Bernier,2012,M,MTL,27,25,2194,9,8,0.37,0.33,1,4,7,2,7,1,130000.0,149333.25,17
Patrice Bernier,2013,M,MTL,31,28,2474,4,8,0.15,0.29,0,5,2,2,7,1,286000.0,324666.5,12
Patrice Bernier,2014,M,MTL,26,20,1802,0,3,0.0,0.15,0,0,0,0,2,1,165000.0,205000.0,3
Patrice Bernier,2015,M,MTL,23,9,897,2,2,0.8,0.53,1,1,2,0,2,0,180000.0,270000.0,4
Patrice Bernier,2016,M,MTL,25,18,1600,0,3,0.0,0.51,0,1,0,0,3,0,190000.0,280000.0,3
Patrice Bernier,2017,M,MTL,27,20,1801,2,4,0.1,0.2,0,0,2,0,2,2,165000.0,165000.0,6
Patrick Doody,2015,D,CHI,7,6,558,0,1,0.0,0.16,0,0,0,0,1,0,50000.0,50000.0,1
Patrick Doody,2016,D,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,53471.0,53471.0,0
Patrick Doody,2017,D,CHI,7,7,629,0,4,0.0,0.57,0,1,0,0,3,1,130000.0,130000.0,4
Patrick Ianni,2007,D-M,HOU,16,9,961,1,0,0.09,0.0,1,0,0,1,0,0,140000.0,206000.0,1
Patrick Ianni,2008,D-M,HOU,17,10,1010,0,1,0.0,0.09,0,1,0,0,1,0,150000.0,216000.0,1
Patrick Ianni,2009,D-M,SEA,18,11,1192,1,2,0.08,0.16,1,1,1,0,1,1,144000.0,144000.0,3
Patrick Ianni,2010,D-M,SEA,27,26,2263,0,0,0.0,0.0,0,0,0,0,0,0,151200.0,151200.0,0
Patrick Ianni,2011,D-M,SEA,16,12,1232,1,0,0.07,0.0,0,0,0,1,0,0,170100.0,170100.0,1
Patrick Ianni,2012,D-M,SEA,16,15,1357,1,0,0.07,0.0,0,0,1,0,0,0,178606.0,178606.0,1
Patrick Ianni,2013,D-M,SEA,9,7,705,0,0,0.0,0.0,0,0,0,0,0,0,300000.0,300000.0,0
Patrick Ianni,2014,D-M,CHI,12,11,1013,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,150000.0,0
Patrick Nyarko,2008,F-M,CHI,10,2,179,1,0,0.57,0.0,1,0,1,0,0,0,110000.0,270000.0,1
Patrick Nyarko,2009,F-M,CHI,33,22,2075,4,3,0.18,1.07,2,0,2,2,1,2,160000.0,320000.0,7
Patrick Nyarko,2010,F-M,CHI,27,22,2068,1,10,0.04,0.44,0,2,0,1,6,4,80000.0,160000.0,11
Patrick Nyarko,2011,F-M,CHI,30,24,2266,1,9,0.04,0.36,1,2,1,0,1,8,110000.0,190000.0,10
Patrick Nyarko,2012,F-M,CHI,35,32,2846,4,8,0.13,1.23,1,3,3,1,5,3,400000.0,439000.0,12
Patrick Nyarko,2013,F-M,CHI,30,24,2153,4,4,0.17,0.17,0,1,2,2,2,2,230000.0,249500.0,8
Patrick Nyarko,2014,F-M,CHI,17,9,846,1,3,0.11,0.32,1,0,0,1,0,3,265000.0,284500.0,4
Patrick Nyarko,2015,F-M,CHI,19,14,1222,3,4,0.22,0.29,0,0,1,2,1,3,200000.0,215750.0,7
Patrick Nyarko,2016,F-M,DC,27,24,1918,4,9,0.2,1.3900000000000001,0,1,2,2,8,1,420000.0,451500.0,13
Patrick Nyarko,2017,F-M,DC,14,12,1028,1,2,0.09,0.18,1,0,1,0,0,2,235000.0,250750.0,3
Paul Dalglish,2007,F,HOU,5,3,259,0,0,0.0,0.0,0,0,0,0,0,0,192000.0,202000.0,0
Paulo Nagamura,2007,M,CHV,28,26,2352,2,2,0.08,0.08,2,0,0,2,1,1,178500.0,178500.0,4
Paulo Nagamura,2008,M,CHV,26,26,2242,2,3,0.09,0.13,0,1,1,1,2,1,187425.0,187425.0,5
Paulo Nagamura,2009,M,CHV,29,27,2443,4,2,0.16,0.08,2,1,4,0,2,0,196796.26,196796.26,6
Paulo Nagamura,2010,M,CHV,15,15,1327,1,0,0.07,0.0,0,0,1,0,0,0,192000.0,197500.0,1
Paulo Nagamura,2011,M,CHV,11,6,544,0,1,0.0,0.17,0,1,0,0,1,0,225000.0,230500.0,1
Paulo Wanchope,2007,F,CHI,13,11,1022,2,0,0.19,0.0,1,0,0,2,0,0,480000.0,535000.0,2
Paxton Pomykal,2017,M,DAL,2,2,140,0,0,0.0,0.0,0,0,0,0,0,0,70000.0,75000.0,0
Pedro Morales,2014,M,VAN,33,28,2554,10,12,0.35,0.42,3,4,7,3,8,4,1190000.0,1410900.0,22
Pedro Morales,2015,M,VAN,25,16,1532,6,4,0.38,0.25,1,3,3,3,3,1,2380000.0,2821800.0,10
Pedro Morales,2016,M,VAN,27,26,2073,9,6,0.39,0.26,3,0,4,5,4,2,1232500.0,1258900.0,15
Pedro Ribeiro,2014,M-F,PHI,9,3,351,2,0,0.51,0.0,1,0,2,0,0,0,36504.0,36504.0,2
Pedro Ribeiro,2015,M-F,ORL,18,8,732,2,2,0.25,0.25,0,0,1,1,0,2,60000.0,60000.0,4
Pedro Ribeiro,2016,M-F,ORL,3,1,152,0,0,0.0,0.0,0,0,0,0,0,0,63000.0,63000.0,0
Peri Marosevic,2009,F,DAL,4,0,47,0,0,0.0,0.0,0,0,0,0,0,0,55000.0,104000.0,0
Peri Marosevic,2010,F,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,248000.0,0
Peter Lowry,2008,M,CHI,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,25800.0,25800.0,0
Peter Lowry,2009,M,CHI,9,8,659,3,0,0.41,0.0,0,0,2,1,0,0,40200.0,40200.0,3
Peter Lowry,2010,M,CHI,15,12,1004,2,0,0.18,0.0,1,0,2,0,0,0,40000.0,40000.0,2
Peter Lowry,2011,M,POR,3,2,146,0,0,0.0,0.0,0,0,0,0,0,0,60000.0,61666.67,0
Peter Luccin,2013,M,DAL,3,2,201,0,0,0.0,0.0,0,0,0,0,0,0,90000.0,131000.0,0
Peter Luccin,2014,M,DAL,11,2,245,0,0,0.0,0.0,0,0,0,0,0,0,150000.0,228666.66,0
Peter Vagenas,2009,M,SEA,14,9,740,0,2,0.0,0.24,0,0,0,0,0,2,316800.0,316800.0,2
Peter Vagenas,2010,M,SEA,7,7,542,0,0,0.0,0.0,0,0,0,0,0,0,234000.0,234000.0,0
Peter Vagenas,2011,M,VAN,16,13,1042,0,0,0.0,0.0,0,0,0,0,0,0,48000.0,48000.0,0
Peter Vagenas,2012,M,CHV,13,11,842,0,1,0.0,0.11,0,0,0,0,1,0,70000.0,85000.0,1
Phanuel Kavita,2015,D,RSL,2,2,180,0,0,0.0,0.0,0,0,0,0,0,0,50000.0,50000.0,0
Phanuel Kavita,2016,D,RSL,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,103000.0,103000.0,0
Philippe Davies,2011,M,VAN,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,32600.0,32600.0,0
Pierre Da Silva,2017,M,ORL,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,53004.0,53004.0,0
Quincy Amarikwa,2010,F,COL,15,2,246,1,0,0.37,0.0,0,0,1,0,0,0,80000.0,80000.0,1
Quincy Amarikwa,2011,F,COL,16,5,555,1,1,0.18,0.18,1,0,0,1,1,0,84000.0,84000.0,2
Quincy Amarikwa,2013,F,CHI,14,0,299,3,0,0.9,0.0,0,0,0,3,0,0,46500.0,46500.0,3
Quincy Amarikwa,2014,F,CHI,32,29,2549,8,5,0.28,0.18,1,0,2,6,4,1,60000.0,60000.0,13
Quincy Amarikwa,2017,F,SJ,10,1,166,0,0,0.0,0.0,0,0,0,0,0,0,513000.0,540333.34,0
Rachid El Khalifi,2009,M-F,RSL,4,3,178,0,0,0.0,0.0,0,0,0,0,0,0,169992.0,205992.0,0
Rafael Ramos,2015,D,ORL,25,24,1998,0,2,0.0,0.09,0,1,0,0,2,0,50000.0,50000.0,2
Rafael Ramos,2016,D,ORL,12,12,1015,0,3,0.0,0.27,0,1,0,0,1,2,96000.0,96000.0,3
Rafael Ramos,2017,D,ORL,2,1,55,0,0,0.0,0.0,0,0,0,0,0,0,100800.0,100800.0,0
Rafael Robayo,2012,M,CHI,16,3,439,0,0,0.0,0.0,0,0,0,0,0,0,200000.0,265000.0,0
Ramon Nunez,2007,M,CHV,23,13,1342,3,5,0.22,0.36,2,2,3,0,1,4,200000.0,236000.0,8
Ramon Nunez,2013,M,DAL,10,0,253,1,3,0.36,1.07,0,1,0,1,2,1,65000.0,75000.0,4
Raphael Cox,2009,M,RSL,6,2,208,1,0,0.43,0.0,0,0,0,1,0,0,40200.0,40200.0,1
Raphael Wicky,2008,M,CHV,5,1,138,0,1,0.0,0.65,0,0,0,0,1,0,299166.58,319166.58,1
Rasheed Olabiyi,2015,M,HOU,7,4,283,0,1,0.0,0.32,0,0,0,0,1,0,60000.0,60000.0,1
Raul Mendiola,2016,M,LA,6,5,375,0,0,0.0,0.0,0,0,0,0,0,0,125000.0,125000.0,0
Raul Rodriguez,2015,D,HOU,27,27,2364,2,0,0.08,0.0,0,0,2,0,0,0,325000.0,354333.33,2
Raul Rodriguez,2016,D,HOU,25,24,2128,1,0,0.04,0.0,0,0,0,1,0,0,350000.0,379333.33,1
Rauwshan McKenzie,2010,D,RSL,4,2,224,0,0,0.0,0.0,0,0,0,0,0,0,80000.0,80000.0,0
Rauwshan McKenzie,2011,D,RSL,2,2,180,0,0,0.0,0.0,0,0,0,0,0,0,84000.0,84000.0,0
Rauwshan McKenzie,2012,D,CHV,20,19,1732,0,1,0.0,0.05,0,0,0,0,0,1,44000.0,44000.0,1
Rauwshan McKenzie,2013,D,POR,1,1,90,0,0,0.0,0.0,0,0,0,0,0,0,93000.0,93000.0,0
Rauwshan McKenzie,2014,D,POR,7,6,496,0,0,0.0,0.0,0,0,0,0,0,0,48825.0,48825.0,0
Raymon Gaddis,2012,D,PHI,18,17,1475,0,1,0.0,0.06,0,1,0,0,1,0,33750.0,33750.0,1
Raymon Gaddis,2013,D,PHI,31,31,2703,0,0,0.0,0.0,0,0,0,0,0,0,46500.0,46500.0,0
Raymon Gaddis,2014,D,PHI,34,34,3051,0,2,0.0,0.06,0,0,0,0,1,1,52313.0,52313.0,2
Raymon Gaddis,2015,D,PHI,28,27,2399,0,1,0.0,0.04,0,0,0,0,0,1,130000.0,132500.0,1
Raymon Gaddis,2016,D,PHI,7,5,514,0,1,0.0,0.18,0,0,0,0,0,1,300000.0,305000.0,1
Raymon Gaddis,2017,D,PHI,26,23,2028,0,1,0.0,0.04,0,1,0,0,1,0,165000.0,167500.0,1
Razvan Cocis,2014,M,CHI,10,8,713,0,0,0.0,0.0,0,0,0,0,0,0,140004.0,146670.67,0
Razvan Cocis,2015,M,CHI,26,22,2005,2,3,0.09,0.13,0,0,1,1,2,1,220000.0,226666.67,5
Razvan Cocis,2016,M,CHI,30,19,1901,5,2,0.24,0.09,0,1,3,2,2,0,160000.0,160000.0,7
Reagan Dunk,2017,D,RSL,3,2,174,0,0,0.0,0.0,0,0,0,0,0,0,53004.0,53004.0,0
Reggie Cannon,2017,D,DAL,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,53000.04,53000.04,0
Reggie Lambe,2012,M,TOR,27,22,1845,2,3,0.1,0.15,0,0,2,0,1,2,60000.0,62500.0,5
Reggie Lambe,2013,M,TOR,28,20,1799,0,1,0.0,0.05,0,0,0,0,0,1,67500.0,70000.0,1
Rennico Clarke,2017,D,POR,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,106008.0,116008.0,0
Ricardo Clark,2007,M,HOU,19,18,1635,2,3,0.11,0.17,0,3,1,1,1,2,390000.0,390000.0,5
Ricardo Clark,2008,M,HOU,27,27,2385,2,1,0.08,0.04,0,0,1,1,0,1,451000.0,451000.0,3
Ricardo Clark,2009,M,HOU,25,25,2302,1,1,0.05,0.05,0,0,1,0,1,0,496100.0,496100.0,2
Ricardo Clark,2012,M,HOU,16,13,1186,1,0,0.12,0.0,1,0,1,0,0,0,520000.08,587500.08,1
Ricardo Clark,2013,M,HOU,34,33,2843,5,5,0.42000000000000004,0.42000000000000004,3,3,4,1,3,2,548000.0,615500.0,10
Ricardo Clark,2014,M,HOU,25,24,2087,4,4,0.17,0.17,1,1,2,2,4,0,288000.0,321750.0,8
Ricardo Clark,2015,M,HOU,30,30,2573,8,1,0.28,0.03,2,0,4,4,1,0,304000.0,337750.0,9
Ricardo Clark,2016,M,HOU,32,29,2551,4,4,0.14,0.14,0,1,1,3,3,1,319200.0,356700.0,8
Ricardo Clark,2017,M,HOU,30,27,2351,0,2,0.0,0.08,0,0,0,0,2,0,670320.0,745320.0,2
Ricardo Perez,2017,M,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,53004.0,54254.0,0
Ricardo Pierre-Louis,2008,F,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,35400.0,35400.0,0
Ricardo Velazco,2017,F,RSL,9,1,254,0,0,0.0,0.0,0,0,0,0,0,0,65633.4,65633.4,0
Ricardo Villar,2011,M,DAL,21,15,1399,0,2,0.0,0.14,0,1,0,0,0,2,300000.0,300000.0,2
Ricardo Villar,2012,M,DAL,9,8,609,2,0,0.3,0.0,1,0,1,1,0,0,80004.0,80004.0,2
Ricardo Virtuoso,2007,F,CLB,8,5,451,0,1,0.0,0.2,0,0,0,0,1,0,60000.0,102000.0,1
Rich Balchan,2011,D,CLB,20,19,1705,1,0,0.06,0.0,0,0,0,1,0,0,84000.0,117750.0,1
Rich Balchan,2012,D,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,51700.0,68575.0,0
Rich Balchan,2013,D,RSL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,70250.0,70250.0,0
Rich Balchan,2014,D,RSL,4,2,233,0,0,0.0,0.0,0,0,0,0,0,0,97000.0,97000.0,0
Richard Eckersley,2012,D,TOR,33,32,2802,0,2,0.0,0.06,0,0,0,0,1,1,210000.0,390000.0,2
Richard Eckersley,2013,D,TOR,16,16,1438,0,0,0.0,0.0,0,0,0,0,0,0,210000.0,310000.0,0
Richard Mulrooney,2007,M,HOU,34,31,2911,0,6,0.0,0.41000000000000003,0,3,0,0,3,3,440000.0,466400.0,6
Richard Mulrooney,2008,M,HOU,25,24,2205,0,4,0.0,0.18,0,1,0,0,3,1,315000.0,315000.0,4
Richard Mulrooney,2009,M,HOU,14,14,1260,1,1,0.07,0.07,1,0,0,1,0,1,330750.0,330750.0,2
Richard Mulrooney,2010,M,HOU,23,19,1671,0,3,0.0,0.16,0,1,0,0,3,0,120000.0,125000.0,3
Ritchie Kotschau,2007,D,RSL,20,18,1664,0,0,0.0,0.0,0,0,0,0,0,0,69300.0,70175.0,0
Rob Lovejoy,2015,F,HOU,17,2,337,1,1,0.27,0.27,0,0,1,0,1,0,50000.0,50000.0,2
Rob Lovejoy,2016,F,HOU,2,0,14,0,0,0.0,0.0,0,0,0,0,0,0,52500.0,52500.0,0
Rob Valentino,2009,D,COL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,39600.0,57100.0,0
Rob Vincent,2016,M-F,DC,21,13,1227,2,0,0.16,0.0,0,0,1,1,0,0,125016.0,125016.0,2
Rob Vincent,2017,M-F,DC,2,0,66,0,0,0.0,0.0,0,0,0,0,0,0,65633.4,65633.4,0
Robbie Findley,2013,F,RSL,30,21,1637,8,3,0.9099999999999999,0.38,1,1,5,3,3,0,350000.0,411000.0,11
Robbie Findley,2014,F,RSL,17,8,789,1,0,0.12,0.0,0,0,1,0,0,0,430000.0,491000.0,1
Robbie Findley,2015,F,TOR,26,19,1548,2,3,0.12,0.18,1,0,1,1,2,1,450000.0,511000.0,5
Robbie Rogers,2007,D,CLB,10,6,597,3,1,0.45,0.15,1,0,0,3,0,1,50000.0,50000.0,4
Robbie Rogers,2008,D,CLB,31,30,2692,7,3,0.48,0.12,3,1,5,2,1,2,115000.0,115000.0,10
Robbie Rogers,2009,D,CLB,24,21,1820,1,5,0.05,0.26,0,4,0,1,2,3,185000.0,185000.0,6
Robbie Rogers,2010,D,CLB,22,19,1727,2,0,0.56,0.0,2,0,2,0,0,0,230000.0,230000.0,2
Robbie Rogers,2011,D,CLB,28,25,2308,2,7,0.08,0.28,1,1,1,1,4,3,280000.0,280000.0,9
Robbie Rogers,2016,D,LA,24,22,1955,1,2,0.05,0.11,0,1,0,1,1,1,440000.0,457000.0,3
Robbie Russell,2008,D,RSL,14,9,890,0,2,0.0,0.87,0,1,0,0,1,1,190032.0,201534.86,2
Robbie Russell,2009,D,RSL,23,21,1892,0,2,0.0,0.12,0,1,0,0,1,1,195167.0,206669.86,2
Robbie Russell,2010,D,RSL,24,23,2061,1,5,0.05,0.23,0,2,1,0,4,1,228000.0,239502.86,6
Robbie Russell,2011,D,RSL,29,25,2059,0,2,0.0,0.1,0,1,0,0,2,0,256500.0,268002.86,2
Robert Earnshaw,2013,F,TOR,26,23,1883,8,0,0.38,0.0,2,0,5,3,0,0,138000.0,155150.0,8
Robert Earnshaw,2014,F,CHI,5,1,174,3,0,1.55,0.0,1,0,1,2,0,0,204000.0,206250.0,3
Robert Earnshaw,2015,F,VAN,10,0,51,2,0,4.19,0.0,1,0,2,0,0,0,200000.0,200000.0,2
Roberto Mina,2007,F,DAL,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,160000.0,160000.0,0
Rodney Wallace,2011,D,POR,25,22,1973,2,2,0.09,0.09,1,0,2,0,0,2,90000.0,139000.0,4
Rodney Wallace,2012,D,POR,19,14,1224,1,1,0.07,0.07,0,0,1,0,0,1,110000.0,159000.0,2
Rodney Wallace,2013,D,POR,31,25,2271,7,8,0.32,0.87,3,3,3,4,7,1,250000.0,300000.0,15
Rodney Wallace,2014,D,POR,17,12,1058,5,1,0.43,0.09,2,0,2,3,1,0,150000.0,175000.0,6
Rodney Wallace,2015,D,POR,37,28,2425,3,8,0.45,0.52,1,5,2,1,3,5,330000.0,380000.0,11
Rodolfo Espinoza,2010,M,CHV,15,14,1156,1,3,0.08,0.23,0,1,1,0,2,1,216000.0,218500.0,4
Rodrigo Ramos,2016,D,CHI,21,16,1484,0,3,0.0,0.18,0,0,0,0,1,2,80000.0,84000.0,3
Rodrigo Saravia,2016,M,CLB,10,1,208,0,0,0.0,0.0,0,0,0,0,0,0,62500.0,62500.0,0
Roger Levesque,2009,M,SEA,16,2,340,2,0,0.69,0.0,1,0,0,2,0,0,80016.0,80016.0,2
Roger Levesque,2010,M,SEA,16,5,510,1,0,0.18,0.0,1,0,0,1,0,0,80000.16,80000.16,1
Roger Levesque,2011,M,SEA,21,9,1144,3,2,0.25,0.17,1,1,3,0,2,0,88000.0,88000.0,5
Roger Torres,2010,M,PHI,21,10,958,0,6,0.0,0.56,0,0,0,0,2,4,96000.0,99125.0,6
Roger Torres,2011,M,PHI,27,9,976,3,2,0.29,0.19,1,2,3,0,2,0,211200.0,217450.0,5
Roger Torres,2012,M,PHI,10,1,181,0,2,0.0,0.99,0,0,0,0,1,1,116160.0,119285.0,2
Roger Torres,2013,M,PHI,5,0,68,0,0,0.0,0.0,0,0,0,0,0,0,121968.0,125093.0,0
Roland Alberg,2016,M,PHI,29,13,1173,9,3,0.7,0.23,3,1,7,2,2,1,656000.0,754500.0,12
Roland Alberg,2017,M,PHI,24,9,871,7,1,0.72,0.1,0,0,5,2,1,0,345000.0,394250.0,8
Roland Lamah,2017,M,DAL,32,29,2157,11,3,0.46,0.13,2,1,10,1,0,3,630000.0,773500.0,14
Rolando Escobar,2015,M,DAL,14,2,398,0,0,0.0,0.0,0,0,0,0,0,0,360000.0,370000.0,0
Romain Gall,2014,M,CLB,3,0,43,0,0,0.0,0.0,0,0,0,0,0,0,97008.0,103771.86,0
Romain Gall,2015,M,CLB,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,120000.0,126840.16,0
Romario Williams,2015,F,MTL,2,0,7,0,0,0.0,0.0,0,0,0,0,0,0,130000.0,174000.0,0
